booking_id,rental_company,pickup_country,customer_segment,vehicle_class,booking_date,pickup_year,pickup_month,lead_time,rental_days,daily_rate,total_revenue,adults,children,is_cancelled,payment_type,loyalty_tier,insurance_opted,child_seat_requested
DN700197,CityWheels,IND,Offline TA/TO,Premium SUV,2025-01-04,2025,January,24,5,4959.24,24796.2,1,1,0,Cash,Gold,0,0
DN700198,DriveNow,MYS,Direct,SUV,2025-05-25,2025,July,61,3,3276.96,9830.88,2,0,0,Cash,Silver,0,0
DN700199,CityWheels,GBR,Corporate,Premium SUV,2024-11-08,2025,March,115,2,4420.2,8840.4,1,0,0,Credit Card,Platinum,0,0
DN700200,EcoRent,IND,Online TA,Sedan,2025-05-19,2025,June,30,5,3030.7,15153.5,3,0,0,Credit Card,None,0,0
DN700201,DriveNow,FRA,Online TA,Sedan,2024-02-07,2024,April,66,2,1913.82,3827.64,2,0,0,Credit Card,Silver,1,1
DN700202,RoadKing,SGP,Direct,Hatchback,2025-05-27,2025,June,19,7,1138.66,7970.62,4,0,0,Debit Card,None,1,0
DN700203,PrimeCars,ARE,Offline TA/TO,Sedan,2024-03-01,2024,April,39,6,2378.28,14269.68,2,0,0,Debit Card,None,0,0
DN700204,PrimeCars,ARE,Offline TA/TO,Hatchback,2025-04-18,2025,August,106,4,1440.25,5761.0,1,0,1,Credit Card,None,0,0
DN700205,CityWheels,USA,Direct,Sedan,2026-08-16,2026,October,47,10,2045.16,20451.6,2,0,0,Cash,Platinum,0,0
DN700206,PrimeCars,IND,Online TA,SUV,2024-11-23,2025,January,59,2,4325.05,8650.1,2,0,0,Credit Card,Silver,0,1
DN700207,CityWheels,MYS,Direct,Sedan,2024-10-08,2024,November,51,9,2529.98,22769.82,2,0,0,Cash,None,0,0
DN700208,PrimeCars,AUS,Online TA,Hatchback,2025-09-17,2025,November,68,4,2129.48,8517.92,2,0,1,UPI,Silver,0,0
DN700209,DriveNow,ARE,Corporate,Van,2025-04-11,2025,May,37,1,4023.41,4023.41,2,0,0,Corporate Billing,None,0,0
DN700210,PrimeCars,IND,Loyalty Club,Hatchback,2025-04-22,2025,June,44,1,1275.41,1275.41,2,0,0,Cash,Silver,0,1
DN700211,RoadKing,AUS,Corporate,Premium SUV,2025-12-01,2026,January,52,4,4262.6,17050.4,1,0,0,Credit Card,Gold,0,0
DN700212,DriveNow,MYS,Direct,SUV,2026-05-13,2026,June,26,10,4485.41,44854.1,2,0,0,Debit Card,None,0,0
DN700213,CityWheels,ARE,Direct,Luxury,2024-07-02,2024,August,42,8,9689.68,77517.44,2,0,0,Debit Card,Silver,0,1
DN700214,DriveNow,SGP,Online TA,Hatchback,2025-06-09,2025,June,14,6,1476.84,8861.04,2,2,0,Debit Card,Silver,1,0
DN700215,RoadKing,DEU,Direct,Van,2024-07-21,2024,August,36,4,3261.88,13047.52,2,0,0,UPI,None,0,0
DN700216,RoadKing,JPN,Loyalty Club,Sedan,2025-06-02,2025,July,45,4,2428.23,9712.92,2,1,1,Cash,Gold,0,0
DN700217,PrimeCars,IND,Online TA,Premium SUV,2024-04-03,2024,April,12,2,3706.01,7412.02,2,0,0,Corporate Billing,Platinum,0,0
DN700218,EcoRent,IND,Online TA,Hatchback,2025-05-23,2025,June,26,5,1833.47,9167.35,1,0,0,Credit Card,Platinum,0,0
DN700219,PrimeCars,SGP,Online TA,Luxury,2025-08-04,2025,October,84,6,9353.9,56123.4,1,0,0,Cash,Gold,0,0
DN700220,CityWheels,GBR,Offline TA/TO,Sedan,2025-09-14,2025,October,36,7,1694.67,11862.69,2,0,0,Corporate Billing,Silver,0,0
DN700221,DriveNow,IND,Offline TA/TO,SUV,2026-04-23,2026,June,47,6,3210.51,19263.06,5,1,0,Debit Card,None,0,0
DN700222,DriveNow,JPN,Online TA,SUV,2025-01-22,2025,February,10,2,4354.43,8708.86,5,2,1,Debit Card,None,0,0
DN700223,EcoRent,GBR,Loyalty Club,Hatchback,2025-12-12,2026,February,52,6,1606.29,9637.74,1,0,1,Credit Card,Platinum,1,0
DN700224,RoadKing,USA,Online TA,Hatchback,2026-06-13,2026,July,35,2,1644.79,3289.58,3,0,1,Credit Card,Gold,0,0
DN700225,EcoRent,ZAF,Corporate,Hatchback,2025-08-14,2025,August,12,5,1969.31,9846.55,2,0,0,UPI,None,0,0
DN700226,EcoRent,AUS,Online TA,Premium SUV,2025-05-11,2025,August,82,2,6832.69,13665.38,4,0,0,Corporate Billing,Silver,1,0
DN700227,DriveNow,ARE,Corporate,SUV,2026-06-20,2026,August,53,3,2690.89,8072.67,4,0,0,UPI,None,0,0
DN700228,EcoRent,JPN,Online TA,Van,2025-03-03,2025,April,49,13,3694.32,48026.16,2,2,0,Credit Card,Silver,0,0
DN700229,CityWheels,ARE,Online TA,Sedan,2025-01-10,2025,January,14,2,1866.2,3732.4,3,0,0,Debit Card,None,0,0
DN700230,RoadKing,IND,Direct,SUV,2024-11-12,2025,January,69,5,2592.66,12963.3,2,0,0,Corporate Billing,Platinum,0,0
DN700231,EcoRent,FRA,Loyalty Club,SUV,2026-03-08,2026,April,24,8,2798.35,22386.8,1,0,0,Cash,Gold,0,1
DN700232,EcoRent,USA,Corporate,SUV,2025-05-10,2025,June,22,8,4103.08,32824.64,1,0,0,Debit Card,None,0,0
DN700233,CityWheels,GBR,Direct,Sedan,2025-05-26,2025,June,11,7,2940.42,20582.94,5,0,0,UPI,None,0,0
DN700234,EcoRent,USA,Online TA,Hatchback,2026-04-05,2026,June,75,6,1715.33,10291.98,1,0,0,Credit Card,None,0,1
DN700235,PrimeCars,ARE,Online TA,Hatchback,2026-05-27,2026,June,24,6,1774.36,10646.16,1,1,0,UPI,None,0,0
DN700236,EcoRent,IND,Loyalty Club,Sedan,2024-05-27,2024,June,18,10,3008.35,30083.5,3,0,0,Debit Card,None,0,1
DN700237,EcoRent,DEU,Loyalty Club,Hatchback,2024-12-02,2025,January,37,4,1631.55,6526.2,2,2,0,Corporate Billing,None,0,0
DN700238,RoadKing,AUS,Loyalty Club,SUV,2025-08-03,2025,August,20,11,3336.26,36698.86,2,0,0,Debit Card,None,0,1
DN700239,EcoRent,IND,Corporate,Hatchback,2026-02-13,2026,May,103,7,972.86,6810.02,1,0,0,Debit Card,None,0,0
DN700240,RoadKing,IND,Loyalty Club,SUV,2024-11-20,2024,December,37,4,3937.41,15749.64,4,0,0,Credit Card,Silver,0,0
DN700241,DriveNow,GBR,Direct,Hatchback,2025-07-28,2025,September,40,7,1784.91,12494.37,1,0,0,Debit Card,None,0,0
DN700242,CityWheels,GBR,Corporate,Sedan,2025-01-29,2025,April,83,1,2955.63,2955.63,3,0,1,Credit Card,None,0,0
DN700243,DriveNow,ARE,Corporate,Hatchback,2025-04-16,2025,June,59,6,2094.52,12567.12,2,0,1,Debit Card,None,0,0
DN700244,DriveNow,IND,Corporate,SUV,2024-11-03,2025,January,81,2,3255.2,6510.4,1,0,1,UPI,None,1,0
DN700245,EcoRent,GBR,Direct,SUV,2024-11-06,2025,February,87,5,2659.29,13296.45,1,0,0,Debit Card,None,0,0
DN700246,DriveNow,SGP,Loyalty Club,Premium SUV,2025-03-31,2025,April,17,6,4123.35,24740.1,1,0,0,UPI,None,1,1
DN700247,EcoRent,IND,Online TA,Van,2023-11-14,2024,January,62,10,3654.84,36548.4,2,0,0,UPI,None,0,0
DN700248,EcoRent,IND,Online TA,Sedan,2026-06-12,2026,July,33,5,1923.43,9617.15,2,0,1,UPI,Gold,0,0
DN700249,EcoRent,IND,Direct,Hatchback,2026-09-15,2026,September,8,5,1794.29,8971.45,5,0,0,UPI,None,0,0
DN700250,EcoRent,GBR,Offline TA/TO,Hatchback,2025-05-15,2025,August,100,3,1405.65,4216.95,3,0,1,Credit Card,Silver,0,0
DN700251,CityWheels,AUS,Direct,SUV,2025-10-06,2025,December,68,2,3755.1,7510.2,2,0,0,UPI,None,0,0
DN700252,RoadKing,JPN,Corporate,Sedan,2025-04-15,2025,July,80,4,2259.84,9039.36,2,0,0,Debit Card,None,0,0
DN700253,PrimeCars,IND,Online TA,Luxury,2024-06-20,2024,August,43,8,8795.37,70362.96,1,1,0,UPI,None,0,0
DN700254,RoadKing,IND,Corporate,Van,2025-01-23,2025,March,48,10,3403.24,34032.4,1,1,0,Debit Card,Silver,0,0
DN700255,CityWheels,DEU,Offline TA/TO,SUV,2024-05-04,2024,August,96,6,3852.86,23117.16,1,0,0,Corporate Billing,None,0,0
DN700256,PrimeCars,DEU,Online TA,Sedan,2025-03-28,2025,April,23,7,3695.86,25871.02,2,1,1,Cash,Silver,1,0
DN700257,CityWheels,ZAF,Direct,Sedan,2025-03-16,2025,April,22,7,2352.56,16467.92,1,0,0,Credit Card,None,0,0
DN700258,RoadKing,GBR,Online TA,Van,2025-09-09,2025,December,94,1,2838.96,2838.96,3,0,1,Debit Card,None,0,0
DN700259,RoadKing,IND,Online TA,Hatchback,2023-12-31,2024,March,75,3,1396.36,4189.08,1,0,0,Debit Card,Platinum,0,0
DN700260,CityWheels,JPN,Direct,Sedan,2024-11-05,2025,January,69,7,2394.11,16758.77,1,0,0,UPI,None,0,0
DN700261,CityWheels,IND,Loyalty Club,SUV,2025-07-29,2025,October,76,7,3062.01,21434.07,2,1,0,Cash,None,0,1
DN700262,RoadKing,MYS,Direct,Sedan,2025-05-02,2025,July,80,3,2810.69,8432.07,2,0,1,Cash,Silver,0,0
DN700263,CityWheels,GBR,Direct,SUV,2024-12-31,2025,April,99,4,3354.63,13418.52,1,0,0,Credit Card,None,0,0
DN700264,DriveNow,IND,Direct,Van,2024-12-04,2025,January,30,7,3103.63,21725.41,3,0,0,UPI,None,0,0
DN700265,EcoRent,THA,Online TA,Sedan,2025-07-06,2025,July,10,7,2519.4,17635.8,1,2,0,Debit Card,None,0,1
DN700266,PrimeCars,IND,Online TA,SUV,2024-06-16,2024,July,18,5,2684.63,13423.15,2,0,0,UPI,None,0,1
DN700267,CityWheels,IND,Corporate,Premium SUV,2025-05-13,2025,May,2,12,5810.26,69723.12,4,0,0,UPI,Gold,1,0
DN700268,RoadKing,IND,Online TA,SUV,2026-05-16,2026,August,90,7,3250.17,22751.19,4,0,1,Credit Card,Silver,0,1
DN700269,PrimeCars,AUS,Direct,SUV,2026-10-22,2026,November,33,12,3910.5,46926.0,2,0,0,Debit Card,Platinum,1,0
DN700270,CityWheels,IND,Offline TA/TO,Hatchback,2024-04-01,2024,June,73,4,1698.73,6794.92,3,0,0,UPI,None,0,0
DN700271,EcoRent,MYS,Offline TA/TO,Luxury,2025-09-16,2025,September,7,3,10965.15,32895.45,1,0,0,UPI,None,0,0
DN700272,PrimeCars,JPN,Online TA,Hatchback,2024-06-04,2024,July,53,2,2206.32,4412.64,4,0,0,Debit Card,Silver,0,0
DN700273,CityWheels,JPN,Online TA,Sedan,2024-10-08,2025,January,91,4,2351.83,9407.32,5,0,0,UPI,Platinum,0,0
DN700274,EcoRent,IND,Online TA,Van,2025-11-18,2025,December,18,12,2757.79,33093.48,3,0,0,UPI,None,1,0
DN700275,PrimeCars,FRA,Direct,Hatchback,2024-05-02,2024,June,44,7,1794.95,12564.65,3,0,1,Debit Card,Silver,0,0
DN700276,DriveNow,SGP,Direct,SUV,2024-10-22,2024,December,40,5,3069.9,15349.5,2,0,0,Credit Card,Silver,0,0
DN700277,EcoRent,USA,Direct,Hatchback,2025-03-07,2025,May,80,13,1337.31,17385.03,2,0,0,UPI,Gold,0,0
DN700278,RoadKing,USA,Loyalty Club,Sedan,2025-08-27,2025,September,24,10,2641.55,26415.5,2,0,0,Debit Card,None,0,0
DN700279,EcoRent,AUS,Offline TA/TO,Premium SUV,2024-09-16,2024,November,47,8,6664.23,53313.84,3,0,0,Corporate Billing,Silver,0,1
DN700280,EcoRent,SGP,Direct,Hatchback,2026-06-04,2026,August,81,7,1930.02,13510.14,2,0,0,Corporate Billing,Platinum,0,1
DN700281,DriveNow,IND,Direct,Hatchback,2024-06-07,2024,September,97,4,1708.31,6833.24,4,0,0,Debit Card,None,1,0
DN700282,CityWheels,ARE,Online TA,Hatchback,2025-05-28,2025,July,37,8,1581.91,12655.28,4,0,0,Corporate Billing,None,0,0
DN700283,DriveNow,IND,Direct,Luxury,2025-09-29,2025,October,2,8,11808.51,94468.08,2,2,0,Cash,Silver,0,1
DN700284,DriveNow,ARE,Direct,SUV,2025-03-21,2025,May,59,4,3823.53,15294.12,4,0,0,Corporate Billing,Silver,0,1
DN700285,PrimeCars,GBR,Online TA,Van,2026-07-11,2026,July,9,2,3018.13,6036.26,2,1,0,Debit Card,Silver,0,0
DN700286,DriveNow,ARE,Corporate,Hatchback,2025-02-17,2025,May,88,9,1187.35,10686.15,4,2,0,Corporate Billing,None,0,0
DN700287,DriveNow,IND,Online TA,Premium SUV,2024-05-24,2024,May,4,13,5695.38,74039.94,3,0,0,Credit Card,None,1,0
DN700288,CityWheels,SGP,Online TA,Hatchback,2025-01-09,2025,January,10,2,1339.17,2678.34,2,2,0,Corporate Billing,None,0,0
DN700289,RoadKing,JPN,Direct,SUV,2026-02-11,2026,March,35,8,2498.97,19991.76,4,0,0,Debit Card,None,1,0
DN700290,CityWheels,ARE,Corporate,Sedan,2025-03-27,2025,April,5,8,2743.03,21944.24,2,0,0,Corporate Billing,None,0,0
DN700291,DriveNow,IND,Direct,Hatchback,2025-06-03,2025,July,54,4,2620.6,10482.4,3,0,0,Debit Card,None,0,0
DN700292,PrimeCars,GBR,Offline TA/TO,Sedan,2025-01-28,2025,April,65,2,1822.8,3645.6,1,0,0,UPI,None,0,0
DN700293,RoadKing,AUS,Online TA,SUV,2024-01-07,2024,January,17,10,3560.81,35608.1,2,0,1,Debit Card,Platinum,0,0
DN700294,EcoRent,IND,Direct,Premium SUV,2026-02-04,2026,April,56,5,6016.64,30083.2,2,0,0,Credit Card,None,0,0
DN700295,DriveNow,IND,Direct,SUV,2024-12-06,2025,January,44,2,4589.46,9178.92,2,0,1,Debit Card,Gold,0,0
DN700296,DriveNow,IND,Direct,Hatchback,2024-08-19,2024,September,15,8,1873.19,14985.52,2,0,0,UPI,Gold,0,0
DN700297,EcoRent,IND,Online TA,Sedan,2025-01-15,2025,March,57,3,2716.77,8150.31,3,1,1,UPI,Silver,1,0
DN700298,EcoRent,AUS,Online TA,Sedan,2025-06-23,2025,June,4,6,2519.86,15119.16,3,1,0,Credit Card,None,0,0
DN700299,PrimeCars,USA,Offline TA/TO,SUV,2026-05-19,2026,July,53,8,3251.73,26013.84,3,0,1,Cash,None,0,0
DN700300,CityWheels,USA,Direct,SUV,2024-05-21,2024,August,72,5,4438.83,22194.15,3,0,0,Debit Card,Silver,0,1
DN700301,EcoRent,AUS,Offline TA/TO,Premium SUV,2024-05-10,2024,July,58,4,4808.47,19233.88,4,0,0,Credit Card,None,0,0
DN700302,CityWheels,SGP,Corporate,Hatchback,2024-06-24,2024,September,69,12,2169.47,26033.64,2,0,0,Credit Card,None,1,0
DN700303,DriveNow,IND,Corporate,Premium SUV,2025-06-02,2025,July,35,6,4792.49,28754.94,3,2,0,Debit Card,Silver,0,0
DN700304,PrimeCars,IND,Direct,Van,2025-04-29,2025,July,64,5,4910.16,24550.8,2,0,0,UPI,None,0,0
DN700305,RoadKing,IND,Online TA,Sedan,2024-12-21,2024,December,3,4,2799.55,11198.2,1,0,0,Corporate Billing,None,0,1
DN700306,EcoRent,IND,Online TA,Hatchback,2023-09-24,2024,January,120,4,1328.73,5314.92,1,0,1,Cash,None,1,0
DN700307,DriveNow,IND,Corporate,Hatchback,2026-04-22,2026,July,94,5,1825.99,9129.95,5,1,0,Credit Card,Gold,0,0
DN700308,RoadKing,SGP,Corporate,Sedan,2024-03-30,2024,July,94,5,2347.16,11735.8,2,0,0,Corporate Billing,None,1,1
DN700309,EcoRent,SGP,Direct,Sedan,2026-07-22,2026,August,26,8,3058.44,24467.52,3,0,0,Credit Card,Platinum,0,1
DN700310,RoadKing,ZAF,Loyalty Club,SUV,2024-06-18,2024,August,53,10,2019.69,20196.9,1,0,0,Credit Card,None,0,0
DN700311,RoadKing,IND,Online TA,Sedan,2025-06-13,2025,July,31,4,3289.87,13159.48,1,0,0,Credit Card,None,0,0
DN700312,PrimeCars,ARE,Offline TA/TO,SUV,2024-03-27,2024,April,5,5,3226.61,16133.05,2,0,0,UPI,Silver,0,0
DN700313,RoadKing,ARE,Corporate,SUV,2024-02-29,2024,March,10,7,2858.94,20012.58,3,0,0,Credit Card,Silver,0,0
DN700314,PrimeCars,IND,Loyalty Club,Sedan,2026-02-21,2026,March,8,4,2384.9,9539.6,2,0,0,Debit Card,None,1,0
DN700315,RoadKing,DEU,Online TA,Hatchback,2025-02-24,2025,February,2,3,1932.96,5798.88,2,0,0,Debit Card,None,1,0
DN700316,CityWheels,DEU,Offline TA/TO,SUV,2026-07-12,2026,July,11,2,3998.31,7996.62,5,0,0,Cash,Silver,1,0
DN700317,CityWheels,IND,Corporate,Hatchback,2024-10-30,2024,December,49,7,1978.07,13846.49,2,0,0,Corporate Billing,Silver,0,0
DN700318,CityWheels,USA,Direct,SUV,2025-06-02,2025,July,50,1,3528.25,3528.25,3,0,0,Credit Card,None,0,1
DN700319,PrimeCars,ARE,Loyalty Club,SUV,2024-03-24,2024,April,11,4,3747.11,14988.44,1,2,0,Corporate Billing,Silver,0,0
DN700320,EcoRent,IND,Corporate,Van,2025-08-15,2025,November,95,4,3617.01,14468.04,2,0,0,UPI,None,0,0
DN700321,CityWheels,USA,Direct,Hatchback,2026-02-19,2026,March,18,9,1489.07,13401.63,1,0,0,Credit Card,Platinum,0,0
DN700322,PrimeCars,IND,Direct,Sedan,2024-01-30,2024,February,4,5,2565.71,12828.55,4,2,0,UPI,None,0,1
DN700323,CityWheels,SGP,Online TA,Sedan,2025-07-25,2025,November,120,9,2465.91,22193.19,3,0,0,Credit Card,None,0,0
DN700324,EcoRent,IND,Corporate,Premium SUV,2025-11-07,2025,December,24,9,5064.87,45583.83,1,1,0,Credit Card,Platinum,0,0
DN700325,EcoRent,ZAF,Online TA,Hatchback,2024-04-09,2024,July,99,5,1867.88,9339.4,1,2,1,Credit Card,Silver,1,1
DN700326,CityWheels,IND,Direct,SUV,2024-03-23,2024,April,24,4,3750.6,15002.4,2,0,0,Corporate Billing,Silver,0,1
DN700327,DriveNow,ZAF,Offline TA/TO,Sedan,2026-02-23,2026,April,57,9,1748.65,15737.85,1,3,0,Credit Card,Silver,0,0
DN700328,RoadKing,SGP,Offline TA/TO,SUV,2025-10-22,2025,December,51,3,2656.24,7968.72,2,0,1,Debit Card,Gold,0,0
DN700329,CityWheels,DEU,Offline TA/TO,Luxury,2026-06-14,2026,July,22,5,8980.55,44902.75,4,0,0,Credit Card,Silver,0,0
DN700330,DriveNow,DEU,Corporate,Sedan,2026-04-26,2026,July,81,9,3104.79,27943.11,2,0,0,UPI,None,0,0
DN700331,PrimeCars,JPN,Corporate,Premium SUV,2024-11-09,2024,November,6,7,5939.61,41577.27,2,1,0,Corporate Billing,None,0,1
DN700332,DriveNow,ARE,Loyalty Club,Hatchback,2024-06-02,2024,August,87,10,1660.54,16605.4,2,0,0,Debit Card,Gold,0,0
DN700333,CityWheels,IND,Direct,Hatchback,2025-09-02,2025,November,67,2,1700.33,3400.66,4,0,1,Debit Card,Gold,0,0
DN700334,DriveNow,ARE,Direct,Hatchback,2025-03-26,2025,June,78,3,1968.74,5906.22,3,1,0,Credit Card,Silver,0,1
DN700335,EcoRent,GBR,Direct,SUV,2025-07-24,2025,December,140,6,2082.88,12497.28,3,0,1,Corporate Billing,Gold,0,0
DN700336,DriveNow,GBR,Offline TA/TO,Luxury,2024-07-09,2024,August,32,5,8265.49,41327.45,2,0,0,UPI,None,1,1
DN700337,DriveNow,IND,Direct,Sedan,2026-03-17,2026,March,4,8,2046.24,16369.92,1,0,0,Credit Card,Silver,0,0
DN700338,CityWheels,IND,Direct,Sedan,2025-09-28,2025,October,23,5,2364.62,11823.1,2,0,0,Corporate Billing,None,0,0
DN700339,CityWheels,THA,Direct,Sedan,2025-04-08,2025,May,48,11,2712.33,29835.63,1,0,0,UPI,Silver,1,0
DN700340,EcoRent,IND,Direct,Luxury,2024-02-03,2024,March,27,12,10093.34,121120.08,3,0,0,Credit Card,Silver,0,1
DN700341,CityWheels,THA,Direct,Sedan,2025-07-04,2025,August,31,2,2452.23,4904.46,2,0,0,Debit Card,None,0,0
DN700342,RoadKing,USA,Corporate,Sedan,2025-05-24,2025,June,20,4,2573.4,10293.6,2,0,0,Credit Card,None,1,0
DN700343,PrimeCars,DEU,Direct,Hatchback,2024-01-10,2024,February,32,8,1603.5,12828.0,2,0,0,Cash,None,0,0
DN700344,CityWheels,ZAF,Direct,Hatchback,2025-05-20,2025,June,34,6,1742.57,10455.42,1,2,1,Debit Card,None,0,0
DN700345,DriveNow,GBR,Corporate,SUV,2025-09-25,2025,December,87,9,3789.9,34109.1,1,0,0,Debit Card,None,1,0
DN700346,EcoRent,AUS,Loyalty Club,Hatchback,2026-07-06,2026,August,28,3,1796.73,5390.19,2,0,0,Corporate Billing,Silver,1,0
DN700347,PrimeCars,IND,Loyalty Club,Sedan,2024-08-30,2025,April,218,7,1894.36,13260.52,4,0,1,UPI,Silver,0,0
DN700348,EcoRent,JPN,Offline TA/TO,SUV,2025-07-31,2025,October,63,3,3380.91,10142.73,2,0,0,Credit Card,Silver,0,1
DN700349,PrimeCars,USA,Corporate,Sedan,2025-03-14,2025,April,26,3,2639.38,7918.14,1,0,0,Credit Card,Silver,0,0
DN700350,CityWheels,SGP,Online TA,Van,2024-05-16,2024,July,50,4,5526.64,22106.56,2,0,0,Credit Card,Gold,1,0
DN700351,CityWheels,IND,Direct,Hatchback,2025-06-15,2025,October,132,4,1401.99,5607.96,2,0,0,UPI,Silver,0,0
DN700352,EcoRent,IND,Corporate,Hatchback,2026-08-08,2026,September,32,1,1631.78,1631.78,4,0,0,UPI,Platinum,0,0
DN700353,CityWheels,IND,Loyalty Club,SUV,2023-12-31,2024,April,96,10,2113.85,21138.5,4,0,0,UPI,None,0,1
DN700354,RoadKing,USA,Online TA,Hatchback,2025-03-25,2025,April,11,10,1579.31,15793.1,1,0,1,Credit Card,Platinum,0,0
DN700355,CityWheels,IND,Corporate,Sedan,2026-09-25,2026,November,54,8,2012.82,16102.56,2,0,0,Debit Card,None,0,0
DN700356,PrimeCars,IND,Offline TA/TO,Premium SUV,2024-06-16,2024,June,11,2,5007.72,10015.44,1,0,0,Debit Card,Gold,0,0
DN700357,CityWheels,IND,Online TA,Premium SUV,2025-06-27,2025,July,30,11,6587.78,72465.58,2,2,0,UPI,None,0,0
DN700358,DriveNow,IND,Corporate,Premium SUV,2025-04-15,2025,May,37,2,6317.16,12634.32,2,0,0,Cash,Silver,0,0
DN700359,CityWheels,ZAF,Corporate,Sedan,2025-12-05,2026,February,72,8,1742.4,13939.2,2,0,0,Cash,None,0,0
DN700360,EcoRent,SGP,Corporate,SUV,2026-11-29,2026,December,13,1,3923.01,3923.01,2,0,0,Credit Card,None,0,0
DN700361,DriveNow,IND,Online TA,Van,2025-10-27,2026,January,71,9,3262.28,29360.52,2,0,0,Debit Card,Silver,0,0
DN700362,PrimeCars,USA,Corporate,Sedan,2026-08-22,2026,October,42,3,2361.75,7085.25,1,0,0,Credit Card,Silver,0,0
DN700363,PrimeCars,SGP,Offline TA/TO,SUV,2024-09-06,2024,November,69,7,2529.84,17708.88,4,0,0,Cash,None,0,1
DN700364,PrimeCars,THA,Offline TA/TO,Hatchback,2026-01-25,2026,January,1,8,1367.17,10937.36,3,0,0,Corporate Billing,None,0,0
DN700365,PrimeCars,ARE,Online TA,Hatchback,2026-05-28,2026,June,15,7,1503.66,10525.62,1,0,0,Credit Card,Silver,0,0
DN700366,RoadKing,ARE,Direct,SUV,2025-11-01,2025,December,46,9,3821.12,34390.08,2,1,1,Credit Card,Silver,0,0
DN700367,CityWheels,AUS,Direct,Hatchback,2025-02-15,2025,April,50,2,1271.05,2542.1,1,0,0,Credit Card,Gold,0,1
DN700368,RoadKing,ZAF,Direct,SUV,2025-09-03,2025,September,15,5,2559.32,12796.6,3,0,0,UPI,Silver,1,1
DN700369,EcoRent,IND,Loyalty Club,Sedan,2024-04-08,2024,July,98,3,2126.94,6380.82,4,2,0,UPI,None,1,0
DN700370,DriveNow,ARE,Offline TA/TO,Sedan,2025-08-02,2025,September,45,6,2119.41,12716.46,2,0,0,Credit Card,Silver,1,0
DN700371,EcoRent,IND,Direct,SUV,2025-03-09,2025,May,61,4,2959.46,11837.84,4,0,0,Credit Card,Silver,0,1
DN700372,EcoRent,IND,Direct,Sedan,2026-04-16,2026,July,86,3,2798.31,8394.93,4,0,0,Corporate Billing,None,1,0
DN700373,RoadKing,AUS,Direct,Sedan,2024-07-17,2024,July,8,7,2528.8,17701.6,4,0,0,UPI,None,0,0
DN700374,CityWheels,AUS,Corporate,SUV,2026-05-17,2026,July,62,5,3165.91,15829.55,2,0,0,Credit Card,None,0,0
DN700375,DriveNow,GBR,Online TA,Sedan,2024-04-15,2024,May,26,7,2667.2,18670.4,1,0,0,Corporate Billing,None,1,0
DN700376,CityWheels,AUS,Offline TA/TO,Sedan,2026-01-07,2026,March,60,6,1948.12,11688.72,3,0,1,Credit Card,None,0,0
DN700377,DriveNow,DEU,Offline TA/TO,Hatchback,2026-09-07,2026,October,39,11,1713.93,18853.23,1,0,1,Debit Card,Gold,0,0
DN700378,RoadKing,FRA,Offline TA/TO,SUV,2026-08-24,2026,September,10,11,3825.57,42081.27,2,0,0,UPI,Silver,0,0
DN700379,CityWheels,ARE,Direct,Van,2025-04-08,2025,May,33,3,3681.74,11045.22,2,1,1,Credit Card,Platinum,0,1
DN700380,CityWheels,SGP,Corporate,Premium SUV,2026-04-09,2026,June,62,3,6158.4,18475.2,2,2,0,Debit Card,Silver,0,0
DN700381,CityWheels,IND,Corporate,Premium SUV,2025-02-18,2025,June,130,5,4855.55,24277.75,1,0,0,Credit Card,None,0,0
DN700382,CityWheels,IND,Direct,SUV,2025-06-12,2025,July,43,3,3419.19,10257.57,5,0,1,Cash,Silver,0,0
DN700383,DriveNow,IND,Offline TA/TO,Sedan,2025-07-22,2025,August,12,4,2248.65,8994.6,3,0,0,Debit Card,None,0,0
DN700384,EcoRent,IND,Direct,Sedan,2026-03-12,2026,April,33,6,2632.33,15793.98,4,0,0,Corporate Billing,None,0,0
DN700385,EcoRent,ARE,Corporate,Hatchback,2025-06-06,2025,July,26,5,2036.31,10181.55,1,3,0,Cash,Gold,0,0
DN700386,EcoRent,ARE,Direct,Sedan,2024-11-06,2025,January,82,9,2061.73,18555.57,2,1,0,Cash,Gold,0,0
DN700387,DriveNow,ARE,Offline TA/TO,Luxury,2024-06-03,2024,August,60,5,9997.72,49988.6,1,0,0,Corporate Billing,None,1,0
DN700388,CityWheels,GBR,Offline TA/TO,Hatchback,2025-07-08,2025,August,25,10,1937.77,19377.7,4,0,0,Corporate Billing,Gold,0,1
DN700389,PrimeCars,DEU,Direct,Luxury,2024-08-18,2024,October,52,8,8390.07,67120.56,1,0,0,Debit Card,None,0,1
DN700390,RoadKing,IND,Corporate,Luxury,2026-04-26,2026,August,110,4,8981.46,35925.84,2,0,0,Credit Card,None,0,0
DN700391,EcoRent,ARE,Online TA,Hatchback,2025-05-07,2025,August,106,6,1278.23,7669.38,2,0,0,Corporate Billing,Gold,0,0
DN700392,PrimeCars,IND,Corporate,SUV,2025-02-26,2025,May,83,7,4440.08,31080.56,3,0,1,Credit Card,None,0,1
DN700393,CityWheels,GBR,Loyalty Club,Premium SUV,2026-09-12,2026,December,86,3,5637.95,16913.85,2,0,1,Credit Card,Silver,1,0
