booking_id,airline,travel_year,travel_month,lead_time,adults,children,infants,country,agent,corporate_account,cabin_class,fare,is_cancelled,booking_channel,reservation_status,reservation_status_date,checked_bags,seat_changes
AL508067,Vistara,2025,March,38,2,0,0,THA,241,,Premium Economy,10426.14,0,Travel Agent,Check-Out,2025-04-06,1,1
AL511346,AirAsia India,2025,November,47,2,0,0,QAT,,,Premium Economy,19603.44,0,Corporate Desk,Check-Out,2025-11-26,1,0
AL502326,Vistara,2025,December,34,2,0,0,NPL,122,,Economy,8539.01,0,Corporate Desk,Check-Out,2026-01-19,3,2
AL501456,SpiceJet,2025,March,58,1,0,0,QAT,,,Business,13768.68,0,Airport Counter,Check-Out,2025-03-22,1,1
AL504781,IndiGo,2024,December,16,1,0,0,DEU,101,,Premium Economy,8491.13,0,Website,Check-Out,2024-12-16,2,1
AL509046,AirAsia India,2026,August,77,3,0,0,,99,,Economy,9308.92,1,Corporate Desk,Canceled,2026-08-29,1,0
AL512701,SpiceJet,2024,July,114,3,0,0,IND,330,,Business,19196.43,0,Website,Check-Out,2024-08-18,3,1
AL508417,IndiGo,2025,April,62,1,0,0,ARE,260,,Economy,8494.58,1,Corporate Desk,Canceled,2025-05-08,0,0
AL504639,Akasa Air,2025,August,30,2,3,0,IND,100,,Premium Economy,10375.03,0,Mobile App,Check-Out,2025-08-31,0,1
AL506599,Air India,2026,December,131,1,0,0,ARE,,,Premium Economy,12749.28,0,Mobile App,No-Show,2026-12-07,1,1
AL509853,Air India,2025,April,107,1,0,0,IND,234,,Economy,7206.9,1,Airport Counter,Canceled,2025-05-01,1,0
AL506835,Akasa Air,2025,January,38,2,0,0,NPL,137,,Premium Economy,20687.82,0,Airport Counter,No-Show,2025-01-28,2,0
AL512378,Akasa Air,2026,April,84,2,0,0,,21,,Economy,9168.39,0,Airport Counter,Check-Out,2026-06-01,0,2
AL512910,Akasa Air,2024,November,83,1,0,0,,166,,Economy,10856.24,0,Mobile App,Check-Out,2024-12-05,2,0
AL507189,IndiGo,2025,November,64,1,0,0,THA,241,,Economy,6792.53,0,Travel Agent,Check-Out,2025-11-16,2,1
AL515769,Akasa Air,2025,July,51,2,0,0,IND,,,Economy,11220.98,0,Mobile App,Check-Out,2025-08-02,1,0
AL503599,IndiGo,2025,May,52,2,0,0,GBR,8,,Economy,5444.09,1,Airport Counter,Canceled,2025-05-24,2,2
AL502764,Air India,2024,May,16,2,0,0,THA,153,,Business,33516.25,0,Airport Counter,Check-Out,2024-05-13,1,1
AL509790,IndiGo,2024,March,73,1,0,1,SGP,225,,Business,45620.86,0,Airport Counter,No-Show,2024-03-15,1,2
AL506206,AirAsia India,2025,April,51,1,1,0,LKA,187,,Business,29443.08,1,Corporate Desk,Canceled,2025-05-17,2,2
AL514985,AirAsia India,2025,July,53,1,0,0,IND,152,C972,Premium Economy,17683.08,1,Travel Agent,Canceled,2025-07-13,2,2
AL510268,AirAsia India,2025,June,124,2,0,0,USA,70,,Premium Economy,17000.14,0,Travel Agent,Check-Out,2025-07-13,1,1
AL512889,Vistara,2026,September,48,1,0,0,IND,121,,Economy,11105.91,0,Corporate Desk,Check-Out,2026-10-08,2,1
AL502506,SpiceJet,2026,January,72,4,0,0,IND,335,,Business,23119.03,0,Airport Counter,Check-Out,2026-01-26,3,1
AL505055,Vistara,2026,December,19,3,1,0,IND,,,Economy,10357.99,0,Travel Agent,Check-Out,2026-12-29,3,1
AL504331,IndiGo,2024,December,137,2,0,0,IND,224,,Economy,8560.96,0,Corporate Desk,Check-Out,2025-02-03,1,1
AL515511,AirAsia India,2024,August,100,1,2,0,SGP,259,,Economy,6242.03,0,Mobile App,Check-Out,2024-09-29,1,0
AL509740,Vistara,2025,November,52,1,1,0,GBR,73,,Economy,12185.12,0,Mobile App,No-Show,2025-11-25,3,2
AL513239,AirAsia India,2025,August,28,3,0,1,SGP,41,,Business,31222.34,1,Travel Agent,Canceled,2025-09-22,1,0
AL506622,AirAsia India,2024,May,170,3,0,1,QAT,78,,Economy,7509.05,0,Airport Counter,Check-Out,2024-05-30,2,1
AL512161,SpiceJet,2024,June,36,2,0,0,MYS,323,,Business,27530.75,0,Website,Check-Out,2024-07-14,3,1
AL513514,SpiceJet,2026,February,24,1,0,0,USA,138,,Economy,9140.84,0,Mobile App,Check-Out,2026-03-03,0,2
AL506377,SpiceJet,2026,August,48,1,0,0,GBR,209,,Economy,12293.01,0,Website,Check-Out,2026-08-19,1,0
AL501591,AirAsia India,2024,February,91,2,0,0,DEU,75,,Premium Economy,14744.24,0,Mobile App,Check-Out,2024-02-26,1,2
AL500437,Air India,2025,March,90,2,1,0,THA,261,,Economy,8310.17,0,Airport Counter,Check-Out,2025-03-13,2,2
AL503003,SpiceJet,2026,February,41,1,0,0,IND,217,,Economy,7573.38,0,Travel Agent,Check-Out,2026-03-22,3,1
AL504444,IndiGo,2024,February,41,2,0,0,IND,114,,Economy,8607.53,0,Travel Agent,Check-Out,2024-03-10,1,1
AL507662,SpiceJet,2026,May,107,3,0,0,LKA,3,,Premium Economy,12780.96,0,Travel Agent,Check-Out,2026-06-01,2,2
AL513744,SpiceJet,2025,April,138,3,0,0,USA,28,,Business,29676.9,0,Website,Check-Out,2025-04-24,3,0
AL505297,IndiGo,2024,November,34,2,0,0,IND,226,,Economy,9191.97,0,Travel Agent,Check-Out,2024-12-08,0,0
AL504488,Air India,2024,June,121,1,0,0,QAT,,,Economy,11887.51,0,Website,Check-Out,2024-07-14,2,1
AL508234,AirAsia India,2024,August,77,2,0,0,SGP,121,,Premium Economy,12475.88,0,Website,Check-Out,2024-08-30,1,1
AL504596,Akasa Air,2026,January,58,3,0,0,NPL,316,,Economy,8059.07,1,Travel Agent,Canceled,2026-02-10,0,0
AL509757,SpiceJet,2026,November,17,1,0,0,QAT,34,,Economy,9910.29,0,Travel Agent,Check-Out,2026-11-09,1,0
AL511552,SpiceJet,2025,November,33,1,0,0,GBR,265,,Business,17652.56,0,Airport Counter,Check-Out,2025-12-31,2,0
AL511835,Vistara,2026,May,36,2,1,0,IND,212,C985,Premium Economy,12120.15,0,Travel Agent,Check-Out,2026-06-04,0,0
AL504886,Vistara,2026,November,42,3,0,0,ARE,,,Economy,9897.36,0,Airport Counter,Check-Out,2026-12-10,2,0
AL507119,Akasa Air,2025,July,4,1,0,0,MYS,230,,Economy,3092.74,0,Travel Agent,Check-Out,2025-08-11,0,2
AL515229,AirAsia India,2025,October,46,1,0,0,LKA,326,,First,45156.06,1,Mobile App,Canceled,2025-11-15,2,0
AL508291,IndiGo,2025,May,68,3,0,1,USA,34,,First,44868.85,1,Travel Agent,Canceled,2025-06-13,0,1
AL502608,IndiGo,2024,May,2,1,2,0,ARE,271,,Economy,7271.05,0,Travel Agent,Check-Out,2024-05-05,1,1
AL510481,AirAsia India,2025,March,32,1,0,0,IND,217,C123,Premium Economy,14855.05,0,Corporate Desk,Check-Out,2025-04-05,3,2
AL510617,Vistara,2024,December,84,2,0,0,USA,244,,Business,34197.31,1,Airport Counter,Canceled,2025-01-07,3,2
AL500318,SpiceJet,2026,August,57,1,0,0,GBR,126,,Premium Economy,22477.3,0,Travel Agent,Check-Out,2026-09-03,3,1
AL510498,Vistara,2026,November,121,2,1,0,,43,,Economy,8964.92,1,Travel Agent,Canceled,2026-11-29,3,1
AL506804,Akasa Air,2025,August,52,4,0,0,DEU,223,,Economy,8266.75,1,Corporate Desk,Canceled,2025-09-23,2,0
AL508794,AirAsia India,2024,April,40,1,0,0,AUS,256,,Business,42596.96,0,Airport Counter,Check-Out,2024-06-01,2,0
AL510582,Akasa Air,2024,September,92,1,3,0,IND,180,,Economy,12402.99,1,Corporate Desk,Canceled,2024-10-13,2,1
AL504963,Air India,2026,January,75,1,,0,GBR,287,,Business,16526.73,1,Travel Agent,Canceled,2026-01-16,1,0
AL504144,Vistara,2024,July,34,2,0,0,LKA,85,,Business,38401.25,1,Website,Canceled,2024-07-23,2,1
AL503325,IndiGo,2025,December,11,3,0,0,IND,5,,Premium Economy,12821.09,0,Website,Check-Out,2025-12-31,2,1
AL505233,IndiGo,2025,November,135,1,0,0,IND,162,,Business,35770.43,0,Website,Check-Out,2025-11-21,2,2
AL513929,SpiceJet,2025,May,50,1,1,0,AUS,,,Business,17344.97,0,Mobile App,Check-Out,2025-06-22,2,1
AL509956,Akasa Air,2024,October,113,1,0,0,THA,332,,Economy,4591.66,1,Travel Agent,Canceled,2024-10-08,0,2
AL514005,Akasa Air,2024,May,20,2,0,0,DEU,,,Economy,2305.04,0,Mobile App,Check-Out,2024-05-29,2,2
AL513211,Air India,2026,September,144,2,0,0,MYS,57,,Economy,8057.0,0,Corporate Desk,Check-Out,2026-09-30,1,0
AL515984,AirAsia India,2025,February,21,2,,0,QAT,281,,Economy,7310.0,0,Corporate Desk,Check-Out,2025-02-21,0,0
AL502855,IndiGo,2024,February,139,2,0,0,THA,249,,Economy,3862.48,1,Mobile App,Canceled,2024-02-20,1,0
AL506666,Vistara,2025,January,30,1,0,0,SGP,10,,Economy,7065.97,0,Corporate Desk,Check-Out,2025-01-27,3,1
AL513163,AirAsia India,2024,February,28,4,1,0,,234,,Business,32007.79,0,Website,Check-Out,2024-02-24,3,2
AL512263,Air India,2026,July,57,1,0,0,SGP,322,,Economy,9718.74,0,Travel Agent,Check-Out,2026-08-29,0,2
AL504319,AirAsia India,2025,February,26,2,0,0,IND,,,Economy,5281.02,0,Travel Agent,Check-Out,2025-04-01,3,2
AL508742,SpiceJet,2024,September,110,2,0,0,ARE,151,,Economy,11029.24,1,Airport Counter,Canceled,2024-11-01,1,0
AL500076,SpiceJet,2024,August,19,2,0,0,IND,287,,Premium Economy,19438.47,0,Website,Check-Out,2024-08-09,0,0
AL512479,Akasa Air,2026,April,75,1,0,0,IND,68,,Economy,11772.3,0,Website,No-Show,2026-05-09,0,0
AL506342,IndiGo,2025,March,58,1,0,0,SGP,317,,Economy,6231.38,0,Mobile App,Check-Out,2025-04-09,1,0
AL515773,Air India,2026,February,40,1,0,0,ARE,248,,Economy,3936.67,0,Corporate Desk,Check-Out,2026-03-02,1,1
AL509170,Akasa Air,2025,May,151,1,,0,MYS,334,C433,Economy,11875.98,1,Travel Agent,Canceled,2025-05-16,1,0
AL501844,Air India,2025,November,118,4,,0,IND,,,Economy,11352.04,0,Corporate Desk,Check-Out,2025-11-26,0,0
AL500907,SpiceJet,2026,November,35,1,0,0,SGP,,,Economy,13897.87,0,Travel Agent,Check-Out,2026-11-22,3,1
AL505170,Akasa Air,2026,May,60,3,0,0,IND,91,,Economy,10685.34,0,Corporate Desk,Check-Out,2026-06-06,2,0
AL509177,SpiceJet,2025,February,26,1,0,0,IND,313,,Economy,6771.77,0,Airport Counter,Check-Out,2025-02-22,0,1
AL502417,Vistara,2024,November,19,2,0,1,SGP,88,,Premium Economy,15079.31,0,Corporate Desk,Check-Out,2024-12-15,3,2
AL509962,Vistara,2024,October,100,2,0,0,IND,141,,Economy,5548.65,0,Travel Agent,Check-Out,2024-11-16,0,2
AL505900,SpiceJet,2026,April,10,2,0,0,USA,76,,Economy,6735.47,0,Website,Check-Out,2026-06-03,1,2
AL500823,AirAsia India,2024,March,49,1,2,0,LKA,179,,Economy,8506.84,0,Travel Agent,Check-Out,2024-03-31,3,1
AL504735,Akasa Air,2026,November,78,1,0,1,USA,252,,Economy,7491.88,0,Airport Counter,Check-Out,2026-12-15,0,1
AL510409,Air India,2025,May,82,2,0,0,AUS,288,,Economy,2388.21,0,Airport Counter,Check-Out,2025-06-11,1,1
AL504326,SpiceJet,2024,February,56,2,0,0,ARE,314,,Economy,8721.55,0,Travel Agent,No-Show,2024-03-02,2,2
AL514581,Air India,2024,November,30,2,0,0,MYS,232,,Economy,2251.54,0,Mobile App,Check-Out,2024-12-13,3,1
AL507849,SpiceJet,2025,September,16,2,0,0,,62,,Economy,7307.28,0,Airport Counter,Check-Out,2025-10-28,0,0
AL503420,Akasa Air,2025,December,115,1,0,1,IND,90,,Economy,7383.43,0,Airport Counter,Check-Out,2026-01-02,0,1
AL500321,SpiceJet,2024,July,64,4,0,0,AUS,132,,Economy,5467.59,1,Airport Counter,Canceled,2024-08-10,2,2
AL501445,Akasa Air,2025,March,3,3,0,0,LKA,74,,Economy,4204.0,1,Travel Agent,Canceled,2025-04-06,2,0
AL512280,Vistara,2025,August,97,2,,0,IND,128,,Economy,14509.72,0,Mobile App,Check-Out,2025-09-19,2,0
AL503388,Air India,2025,February,171,1,NA,0,IND,,,Economy,7807.25,0,Travel Agent,Check-Out,2025-03-11,1,1
AL506307,Vistara,2026,April,71,2,0,0,QAT,201,,Economy,7651.55,0,Website,Check-Out,2026-05-24,3,0
AL506595,Air India,2025,February,73,2,2,0,IND,76,,Premium Economy,19138.41,0,Travel Agent,Check-Out,2025-03-11,0,1
AL510519,IndiGo,2025,May,37,3,NA,0,IND,58,,Economy,7841.8,1,Website,Canceled,2025-06-01,1,0
AL501144,SpiceJet,2026,June,37,1,0,0,GBR,,,Economy,9457.49,0,Mobile App,Check-Out,2026-07-24,0,2
AL505095,Air India,2024,July,7,1,0,0,IND,139,,Premium Economy,3310.33,0,Website,Check-Out,2024-08-13,2,2
AL501820,AirAsia India,2026,February,40,1,0,0,NPL,,,Economy,8326.91,0,Corporate Desk,Check-Out,2026-02-15,3,0
AL510691,IndiGo,2024,October,72,1,0,0,IND,183,,Economy,8131.5,0,Mobile App,Check-Out,2024-11-20,2,0
AL513443,Vistara,2025,October,35,1,0,0,IND,115,,Economy,6450.74,0,Corporate Desk,Check-Out,2025-11-06,3,0
AL502756,IndiGo,2024,March,112,2,1,0,NPL,55,,Economy,NA,0,Travel Agent,Check-Out,2024-04-30,2,1
AL500741,IndiGo,2024,January,2,1,0,0,IND,197,,Economy,7180.69,1,Travel Agent,Canceled,2024-02-04,2,1
AL507527,IndiGo,2024,March,6,1,0,0,SGP,118,,Economy,5433.41,1,Mobile App,Canceled,2024-04-27,3,0
AL514722,Air India,2026,February,122,2,0,0,THA,114,,Economy,3011.99,0,Website,Check-Out,2026-03-03,0,1
AL509279,SpiceJet,2026,July,19,3,0,0,,229,,Economy,7582.18,0,Corporate Desk,Check-Out,2026-07-10,1,0
AL514041,AirAsia India,2025,July,70,2,0,0,QAT,147,C504,Economy,7349.15,0,Airport Counter,Check-Out,2025-07-06,3,1
AL515323,SpiceJet,2024,April,80,3,0,0,GBR,,,Economy,8786.45,0,Airport Counter,No-Show,2024-04-28,3,2
AL506176,IndiGo,2025,April,18,2,2,0,THA,266,C374,Economy,8343.64,0,Corporate Desk,Check-Out,2025-05-08,1,1
AL500067,IndiGo,2025,May,8,1,0,0,IND,67,,Economy,8531.07,0,Mobile App,Check-Out,2025-05-29,3,1
AL500483,Vistara,2025,April,71,2,0,1,IND,236,,Economy,7545.5,0,Website,Check-Out,2025-05-02,3,2
AL509034,Vistara,2026,January,69,3,0,0,IND,199,,Premium Economy,8918.7,0,Mobile App,Check-Out,2026-01-23,3,0
AL507360,Vistara,2025,April,32,1,NA,0,ARE,277,,Premium Economy,11289.5,0,Airport Counter,Check-Out,2025-05-18,0,0
AL507564,Akasa Air,2025,July,48,2,0,0,IND,106,,Economy,11005.08,0,Travel Agent,Check-Out,2025-08-09,0,0
AL515159,Akasa Air,2026,October,87,3,0,0,IND,263,,Economy,7499.48,1,Airport Counter,Canceled,2026-11-06,3,0
AL507481,Vistara,2025,May,128,1,0,0,,,,Business,30379.06,1,Travel Agent,Canceled,2025-06-13,3,0
AL508752,AirAsia India,2026,February,21,2,0,0,IND,232,,Economy,13116.23,0,Mobile App,No-Show,2026-03-09,3,2
AL501879,Akasa Air,2024,May,113,1,0,0,IND,5,,Economy,7222.85,0,Mobile App,Check-Out,2024-05-17,2,1
AL505732,SpiceJet,2024,August,31,3,0,0,GBR,331,,Economy,10454.25,0,Mobile App,Check-Out,2024-08-18,0,2
AL515237,IndiGo,2026,June,129,1,0,0,AUS,92,,Economy,8026.98,0,Corporate Desk,Check-Out,2026-06-22,0,0
AL511418,Vistara,2025,January,58,2,0,0,ARE,233,,Economy,6726.91,0,Corporate Desk,Check-Out,2025-01-18,3,0
AL502602,IndiGo,2025,February,96,4,0,0,THA,162,,Economy,3732.91,0,Corporate Desk,Check-Out,2025-03-19,0,2
AL500772,AirAsia India,2025,March,17,1,0,0,THA,135,,Economy,6396.19,1,Airport Counter,Canceled,2025-04-03,1,0
AL503318,IndiGo,2026,February,79,1,0,0,DEU,204,,Premium Economy,9429.03,0,Travel Agent,Check-Out,2026-03-08,3,2
AL507903,Akasa Air,2025,April,63,1,NA,0,SGP,60,,Business,42347.8,0,Airport Counter,Check-Out,2025-05-05,2,2
AL503571,AirAsia India,2024,November,67,1,0,0,THA,272,,Economy,12250.93,0,Mobile App,Check-Out,2024-12-01,3,2
AL502693,IndiGo,2025,February,96,2,1,0,QAT,194,,Premium Economy,15987.19,1,Travel Agent,Canceled,2025-03-07,1,0
AL515002,SpiceJet,2025,June,95,1,NA,0,USA,273,,Economy,NA,1,Travel Agent,Canceled,2025-06-26,0,0
AL503305,Vistara,2026,June,32,1,0,0,GBR,,C584,Economy,10372.94,0,Travel Agent,Check-Out,2026-06-16,1,2
AL513552,AirAsia India,2026,September,78,1,0,0,,61,,Economy,10821.13,0,Mobile App,Check-Out,2026-09-22,0,0
AL510859,AirAsia India,2024,April,34,1,2,0,,218,,Economy,NA,0,Website,Check-Out,2024-04-28,1,1
AL510287,IndiGo,2024,June,82,1,0,0,USA,147,,Economy,5445.89,0,Website,Check-Out,2024-06-14,1,0
AL515558,Akasa Air,2024,October,17,2,0,0,IND,81,,Economy,9652.98,0,Mobile App,Check-Out,2024-11-16,1,1
AL500573,Akasa Air,2024,May,31,2,1,0,ARE,94,,Business,16394.83,0,Corporate Desk,Check-Out,2024-05-31,1,2
AL515971,Air India,2024,November,18,1,0,0,IND,283,,Economy,10165.93,0,Corporate Desk,No-Show,2024-12-06,0,0
AL500664,Akasa Air,2024,April,107,1,0,0,,159,,Economy,3928.26,0,Travel Agent,Check-Out,2024-04-25,0,1
AL502303,SpiceJet,2025,April,32,2,0,0,USA,1,,Economy,3282.28,0,Website,Check-Out,2025-05-11,3,1
AL503495,Vistara,2026,July,88,1,,0,IND,277,,First,48486.68,1,Corporate Desk,Canceled,2026-07-07,3,0
AL504763,Air India,2024,June,83,1,0,0,USA,210,,Business,40143.91,0,Website,No-Show,2024-07-11,2,0
AL504498,Air India,2024,April,53,1,0,1,ARE,284,,Premium Economy,5033.23,0,Travel Agent,Check-Out,2024-04-20,3,0
AL512696,Air India,2026,March,18,1,1,0,,81,C958,Business,33131.47,0,Travel Agent,Check-Out,2026-03-08,2,2
AL511968,SpiceJet,2025,August,51,3,0,0,MYS,327,,Premium Economy,20986.3,0,Website,Check-Out,2025-08-29,3,1
AL500819,IndiGo,2025,November,8,1,0,0,IND,,,Premium Economy,15624.71,0,Mobile App,Check-Out,2025-12-21,3,2
AL504953,AirAsia India,2024,August,55,3,0,0,SGP,211,,Premium Economy,18649.62,0,Travel Agent,Check-Out,2024-09-26,1,0
AL509528,Akasa Air,2025,September,106,2,0,0,IND,,,Economy,11482.0,0,Airport Counter,Check-Out,2025-10-10,3,0
AL506218,Akasa Air,2024,July,56,2,1,0,IND,,,Economy,6456.24,0,Travel Agent,No-Show,2024-08-08,2,2
AL515868,AirAsia India,2025,February,95,2,3,0,USA,166,,Premium Economy,3972.5,0,Airport Counter,Check-Out,2025-03-03,2,2
AL511517,SpiceJet,2026,July,81,2,0,0,IND,,,Business,37227.84,0,Corporate Desk,Check-Out,2026-07-26,0,0
AL503226,Akasa Air,2025,March,38,1,0,0,IND,155,,Economy,6167.76,0,Mobile App,No-Show,2025-04-19,2,0
AL505440,SpiceJet,2026,September,150,1,3,0,ARE,36,,Economy,8277.98,0,Website,Check-Out,2026-10-04,0,1
AL511910,SpiceJet,2025,March,71,2,0,0,GBR,162,,Economy,5186.4,0,Corporate Desk,Check-Out,2025-03-12,2,0
AL511804,Akasa Air,2024,October,31,1,1,0,GBR,8,,Economy,14278.63,0,Corporate Desk,Check-Out,2024-11-10,3,1
AL510440,Air India,2026,February,20,2,0,0,SGP,81,,Premium Economy,8979.27,0,Mobile App,Check-Out,2026-03-04,3,1
AL511274,AirAsia India,2026,February,32,4,0,0,GBR,178,,Premium Economy,13922.9,0,Mobile App,Check-Out,2026-03-05,1,2
AL504671,Akasa Air,2025,February,127,3,NA,0,QAT,302,,Economy,11114.18,0,Airport Counter,Check-Out,2025-02-09,3,2
AL512546,SpiceJet,2024,June,49,2,0,0,ARE,278,,Economy,7151.35,0,Mobile App,Check-Out,2024-06-19,1,2
AL511319,SpiceJet,2025,June,55,3,1,0,IND,109,,Premium Economy,12558.98,0,Corporate Desk,Check-Out,2025-06-18,3,0
AL515172,AirAsia India,2025,May,126,1,0,0,GBR,135,,Economy,11143.39,0,Airport Counter,No-Show,2025-06-09,1,1
AL500855,Air India,2026,February,31,1,1,0,USA,189,,Economy,10043.47,0,Corporate Desk,Check-Out,2026-02-10,3,1
AL513342,Vistara,2025,November,36,2,1,0,IND,,,Economy,3245.16,0,Airport Counter,Check-Out,2025-12-31,1,2
AL513812,Akasa Air,2025,April,32,1,0,0,ARE,196,,Economy,8311.14,0,Website,Check-Out,2025-05-14,2,1
AL515549,SpiceJet,2024,September,66,3,0,0,IND,166,,Economy,8392.07,1,Travel Agent,Canceled,2024-10-10,1,0
AL505671,Vistara,2025,April,11,1,0,0,IND,17,,Economy,8561.63,0,Travel Agent,Check-Out,2025-05-02,3,0
AL507872,Vistara,2024,October,95,2,0,0,,78,,Business,16144.75,0,Website,Check-Out,2024-10-22,2,0
AL504933,SpiceJet,2025,June,1,1,1,0,ARE,,,Economy,8594.49,0,Mobile App,Check-Out,2025-06-25,3,2
AL502512,AirAsia India,2024,May,38,1,0,0,IND,284,,Economy,5870.52,0,Corporate Desk,Check-Out,2024-06-30,3,1
AL508128,Akasa Air,2025,January,63,2,0,0,QAT,211,,Economy,10311.02,0,Airport Counter,Check-Out,2025-01-22,2,0
AL508122,IndiGo,2026,December,17,1,0,0,IND,225,,First,37515.43,0,Corporate Desk,Check-Out,2026-12-24,0,2
AL501096,Akasa Air,2024,June,186,3,0,0,IND,332,,Premium Economy,4423.41,1,Airport Counter,Canceled,2024-07-07,1,2
AL506112,IndiGo,2025,January,128,1,0,0,ARE,94,,Economy,7728.13,0,Travel Agent,Check-Out,2025-01-25,0,0
AL512875,IndiGo,2024,August,17,1,0,0,IND,204,,Premium Economy,19395.6,0,Airport Counter,Check-Out,2024-09-18,2,0
AL508986,SpiceJet,2026,June,27,1,0,0,GBR,44,,Business,41184.58,0,Mobile App,Check-Out,2026-07-11,0,0
AL503878,Vistara,2025,May,28,2,0,1,USA,64,,Economy,10219.48,0,Airport Counter,Check-Out,2025-05-14,3,0
AL506875,AirAsia India,2025,February,5,2,0,0,THA,234,,Economy,9138.98,0,Travel Agent,Check-Out,2025-02-05,2,0
AL503048,IndiGo,2026,August,77,1,0,0,IND,188,,Economy,5357.46,0,Corporate Desk,Check-Out,2026-09-08,1,2
AL509892,SpiceJet,2024,October,118,1,0,0,THA,272,,Economy,5274.43,0,Corporate Desk,Check-Out,2024-11-11,2,2
AL508456,Akasa Air,2024,December,59,4,0,0,THA,,,Economy,3110.72,0,Website,No-Show,2024-12-25,3,0
AL501837,Akasa Air,2026,April,11,2,3,1,SGP,222,,Economy,10073.36,0,Airport Counter,Check-Out,2026-05-25,2,0
AL512598,AirAsia India,2025,April,102,2,NA,0,SGP,153,,First,58398.97,0,Mobile App,Check-Out,2025-04-30,2,0
AL511717,Air India,2026,November,117,1,1,0,,45,,Economy,7037.51,0,Website,Check-Out,2026-11-25,0,2
AL505238,Vistara,2025,February,39,1,0,0,SGP,,C123,Economy,12931.79,1,Corporate Desk,Canceled,2025-02-25,0,0
AL511474,SpiceJet,2026,February,93,3,0,0,MYS,147,,Premium Economy,17631.9,0,Corporate Desk,Check-Out,2026-02-23,1,0
AL514851,Air India,2026,December,33,1,0,0,NPL,271,,Economy,4066.8,0,Travel Agent,Check-Out,2027-01-05,0,2
AL514147,IndiGo,2026,August,108,1,0,0,LKA,140,,Business,32927.71,0,Website,Check-Out,2026-09-01,1,0
AL513687,IndiGo,2025,May,10,1,0,0,,271,,Premium Economy,11077.2,0,Airport Counter,Check-Out,2025-05-27,0,1
AL508157,Vistara,2025,February,88,1,0,0,USA,261,,Economy,8266.01,0,Airport Counter,Check-Out,2025-03-10,3,2
AL502431,Air India,2025,November,12,1,1,0,USA,119,,Economy,5929.19,0,Corporate Desk,No-Show,2025-11-24,1,0
AL507279,IndiGo,2025,April,153,1,0,0,QAT,114,,Economy,11228.57,0,Corporate Desk,Check-Out,2025-05-03,0,2
AL503284,AirAsia India,2025,February,102,1,0,0,ARE,144,,Economy,11164.0,0,Website,Check-Out,2025-03-06,3,1
AL510903,SpiceJet,2025,July,35,1,0,0,ARE,,,Premium Economy,15408.2,0,Travel Agent,Check-Out,2025-07-19,1,1
AL506170,Air India,2025,May,2,1,1,0,IND,,,Premium Economy,10036.1,0,Corporate Desk,Check-Out,2025-05-27,2,2
AL505952,Akasa Air,2026,June,21,2,0,0,ARE,138,,Economy,3274.0,0,Mobile App,Check-Out,2026-07-16,0,2
AL514545,IndiGo,2025,June,66,1,2,0,ARE,303,,Premium Economy,15673.55,0,Travel Agent,Check-Out,2025-07-03,0,0
AL513059,SpiceJet,2026,June,32,1,0,0,QAT,222,,Economy,7162.65,0,Corporate Desk,Check-Out,2026-07-21,0,1
AL513799,AirAsia India,2026,November,3,1,1,0,MYS,46,,Economy,5022.85,0,Travel Agent,Check-Out,2026-11-23,3,0
AL502802,Akasa Air,2024,December,47,1,1,0,GBR,72,,First,22686.39,0,Website,Check-Out,2024-12-21,1,1
AL513183,Akasa Air,2026,July,138,1,0,0,IND,178,,Economy,7722.42,1,Mobile App,Canceled,2026-07-24,1,0
AL511611,SpiceJet,2024,March,128,2,0,0,AUS,14,,Economy,8046.54,0,Mobile App,Check-Out,2024-04-26,0,2
AL505785,AirAsia India,2025,March,236,1,0,0,ARE,41,,Business,27616.95,1,Airport Counter,Canceled,2025-05-02,1,2
AL501816,IndiGo,2024,March,138,1,0,0,,211,,Economy,10680.99,0,Airport Counter,Check-Out,2024-04-09,1,2
AL514945,SpiceJet,2024,July,117,1,,0,IND,,,Economy,6296.84,0,Airport Counter,Check-Out,2024-07-19,2,2
AL500976,Air India,2025,July,79,1,0,0,THA,224,C290,Premium Economy,9704.82,0,Airport Counter,Check-Out,2025-07-27,1,0
AL502779,Vistara,2024,October,46,2,0,0,SGP,217,,First,56435.67,1,Travel Agent,Canceled,2024-10-29,0,0
AL511590,Vistara,2025,August,32,3,0,0,IND,25,C932,Economy,6434.88,0,Website,Check-Out,2025-09-14,0,0
AL514518,SpiceJet,2024,August,47,2,,0,IND,252,,Economy,11763.43,0,Airport Counter,Check-Out,2024-08-26,0,0
AL503367,Vistara,2026,September,182,1,0,0,MYS,190,,Economy,6177.84,0,Corporate Desk,Check-Out,2026-10-06,0,1
AL514481,Vistara,2025,April,26,2,0,0,ARE,,,Economy,8046.13,0,Airport Counter,No-Show,2025-05-31,2,1
AL500508,AirAsia India,2025,August,29,1,2,0,IND,12,,First,41456.97,0,Corporate Desk,Check-Out,2025-09-27,3,0
AL506348,Air India,2024,November,59,4,1,0,ARE,112,,Economy,6158.85,0,Airport Counter,Check-Out,2024-12-05,1,0
